It is easier to build strong children than to repair broken men.,Frederick Douglass,men
"There are people who want to make men's lives more difficult for no other reason than the chance it provides them afterwards to offer their prescription for alleviating life their Christianity, for instance.",Friedrich Nietzsche,men
"If women were particular about men's characters, they would never get married at all.",George Bernard Shaw,men
We sleep safe in our beds because rough men stand ready in the night to visit violence on those who would do us harm.,George Orwell,men
All the reasonings of men are not worth one sentiment of women.,Voltaire,men
"Wise men, when in doubt whether to speak or to keep quiet, give themselves the benefit of the doubt, and remain silent.",Napoleon Hill,men
"All men can see these tactics whereby I conquer, but what none can see is the strategy out of which victory is evolved.",Sun Tzu,men
"The Supreme Court has ruled that they cannot have a nativity scene in Washington, D.C. This wasn't for any religious reasons. They couldn't find three wise men and a virgin.",Jay Leno,men
"Beware, so long as you live, of judging men by their outward appearance.",Jean de La Fontaine,men
"Great indebtedness does not make men grateful, but vengeful and if a little charity is not forgotten, it turns into a gnawing worm.",Friedrich Nietzsche,men
"Little men with little minds and little imaginations go through life in little ruts, smugly resisting all changes which would jar their little worlds.",Zig Ziglar,men
"Great men, unknown to their generation, have their fame among the great who have preceded them, and all true worldly fame subsides from their high estimate beyond the stars.",Henry David Thoreau,men
"Regarding life, the wisest men of all ages have judged alike: it is worthless.",Friedrich Nietzsche,men
"Whoever has provoked men to rage against him has always gained a party in his favor, too.",Friedrich Nietzsche,men
"A return to first principles in a republic is sometimes caused by the simple virtues of one man. His good example has such an influence that the good men strive to imitate him, and the wicked are ashamed to lead a life so contrary to his example.",Niccolo Machiavelli,men
"While civilization has been improving our houses, it has not equally improved the men who are to inhabit them. It has created palaces, but it was not so easy to create noblemen and kings.",Henry David Thoreau,men
"When women go wrong, men go right after them.",Mae West,men
Men have become the tools of their tools.,Henry David Thoreau,men
"Men are not prisoners of fate, but only prisoners of their own minds.",Franklin D. Roosevelt,men
It is the most sensual men who need to flee women and torment their bodies.,Friedrich Nietzsche,men
"Civilization is the progress toward a society of privacy. The savage's whole existence is public, ruled by the laws of his tribe. Civilization is the process of setting man free from men.",Ayn Rand,men
"In the course of history, men come to see that iron necessity is neither iron nor necessary.",Friedrich Nietzsche,men
"Mothers - especially single mothers - are heroic in their efforts to raise our nation's children, but men must also take responsibility for their children and recognize the impact they have on their families' well-being.",Evan Bayh,men
Being the boss anywhere is lonely. Being a female boss in a world of mostly men is especially so.,Robert Frost,men
"In the long run, men hit only what they aim at. Therefore, they had better aim at something high.",Henry David Thoreau,men
"I have often wondered how it is that every man loves himself more than all the rest of men, but yet sets less value on his own opinions of himself than on the opinions of others.",Marcus Aurelius,men
"Power does not corrupt men fools, however, if they get into a position of power, corrupt power.",George Bernard Shaw,men
Few men have virtue to withstand the highest bidder.,George Washington,men
It is an interesting question how far men would retain their relative rank if they were divested of their clothes.,Henry David Thoreau,men
"Ten men waiting for me at the door? Send one of them home, I'm tired.",Mae West,men
"If you would convince a man that he does wrong, do right. Men will believe what they see.",Henry David Thoreau,men
The law will never make a man free it is men who have got to make the law free.,Henry David Thoreau,men
Love is something far more than desire for sexual intercourse it is the principal means of escape from the loneliness which afflicts most men and women throughout the greater part of their lives.,Bertrand Russell,men
"We know but a few men, a great many coats and breeches.",Henry David Thoreau,men
"Instead of noblemen, let us have noble villages of men.",Henry David Thoreau,men
Men have a respect for scholarship and learning greatly out of proportion to the use they commonly serve.,Henry David Thoreau,men
"I have thought there was some advantage even in death, by which we mingle with the herd of common men.",Henry David Thoreau,men
One machine can do the work of fifty ordinary men. No machine can do the work of one extraordinary man.,Elbert Hubbard,men
"All men are born with a nose and ten fingers, but no one was born with a knowledge of God.",Voltaire,men
"Things that I felt absolutely sure of but a few years ago, I do not believe now. This thought makes me see more clearly how foolish it would be to expect all men to agree with me.",Jim Rohn,men
"I'm supposed to have a Ph.D. on the subject of women. But the truth is I've flunked more often than not. I'm very fond of women I admire them. But, like all men, I don't understand them.",Frank Sinatra,men
"Men make history and not the other way around. In periods where there is no leadership, society stands still. Progress occurs when courageous, skillful leaders seize the opportunity to change things for the better.",Harry S. Truman,men
"An American monkey, after getting drunk on brandy, would never touch it again, and thus is much wiser than most men.",Charles Darwin,men
Until the men of action clear out the talkers we who have social consciences are at the mercy of those who have none.,George Bernard Shaw,men
Old men are dangerous: it doesn't matter to them what is going to happen to the world.,George Bernard Shaw,men
Life levels all men. Death reveals the eminent.,George Bernard Shaw,men
Men and women belong to different species and communications between them is still in its infancy.,Bill Cosby,men
Nothing is ever done in this world until men are prepared to kill one another if it is not done.,George Bernard Shaw,men
We learn from experience that men never learn anything from experience.,George Bernard Shaw,men
Men have to do some awfully mean things to keep up their respectability.,George Bernard Shaw,men
"Men are wise in proportion, not to their experience, but to their capacity for experience.",George Bernard Shaw,men
Men must live and create. Live to the point of tears.,Albert Camus,men
"Christmas in Bethlehem. The ancient dream: a cold, clear night made brilliant by a glorious star, the smell of incense, shepherds and wise men falling to their knees in adoration of the sweet baby, the incarnation of perfect love.",Lucinda Franks,men
I am looking for a lot of men who have an infinite capacity to not know what can't be done.,Henry Ford,men
"A woman who is willing to be herself and pursue her own potential runs not so much the risk of loneliness, as the challenge of exposure to more interesting men - and people in general.",Lorraine Hansberry,men
"The truth is not for all men, but only for those who seek it.",Ayn Rand,men
We have now sunk to a depth at which restatement of the obvious is the first duty of intelligent men.,George Orwell,men
"Wars may be fought with weapons, but they are won by men. It is the spirit of men who follow and of the man who leads that gains the victory.",George S. Patton,men
Big jobs usually go to the men who prove their ability to outgrow small ones.,Theodore Roosevelt,men
Men are only as great as they are kind.,Elbert Hubbard,men
Men are so simple and so much inclined to obey immediate needs that a deceiver will never lack victims for his deceptions.,Niccolo Machiavelli,men
"Men are convinced of your arguments, your sincerity, and the seriousness of your efforts only by your death.",Albert Camus,men
Let your Discourse with Men of Business be Short and Comprehensive.,George Washington,men
"If any civilization is to survive, it is the morality of altruism that men have to reject.",Ayn Rand,men
Reputation is what men and women think of us character is what God and angels know of us.,Thomas Paine,men
Hockey is a sport for white men. Basketball is a sport for black men. Golf is a sport for white men dressed like black pimps.,Tiger Woods,men
"Wisdom is the right use of knowledge. To know is not to be wise. Many men know a great deal, and are all the greater fools for it. There is no fool so great a fool as a knowing fool. But to know how to use knowledge is to have wisdom.",Charles Spurgeon,men
"The reason men oppose progress is not that they hate progress, but that they love inertia.",Elbert Hubbard,men
"Adversity makes men, and prosperity makes monsters.",Victor Hugo,men
Death is not the worst that can happen to men.,Plato,men
"All women have a perception much more developed than men. So all women somehow, being repressed for so many millennia, they ended up by developing this sixth sense and contemplation and love. And this is something that we have a hard time to accept as part of our society.",Paulo Coelho,men
"A little philosophy inclineth man's mind to atheism, but depth in philosophy bringeth men's minds about to religion.",Francis Bacon,men
"It's not the men in my life that count, it's the life in my men.",Mae West,men
"When Jesus comes back, these crazy, greedy, capitalistic men are gonna kill him again.",Mike Tyson,men
The majority of men meet with failure because of their lack of persistence in creating new plans to take the place of those which fail.,Napoleon Hill,men
Women who seek to be equal with men lack ambition.,Timothy Leary,men
Culture: the cry of men in face of their destiny.,Albert Camus,men
"The punishment which the wise suffer who refuse to take part in the government, is to live under the government of worse men.",Plato,men
Men are never really willing to die except for the sake of freedom: therefore they do not believe in dying completely.,Albert Camus,men
"The Bible is one of the greatest blessings bestowed by God on the children of men. It has God for its author salvation for its end, and truth without any mixture for its matter. It is all pure.",John Locke,men
Only free men can negotiate prisoners cannot enter into contracts. Your freedom and mine cannot be separated.,Nelson Mandela,men
"Men should be either treated generously or destroyed, because they take revenge for slight injuries - for heavy ones they cannot.",Niccolo Machiavelli,men
The savior who wants to turn men into angels is as much a hater of human nature as the totalitarian despot who wants to turn them into puppets.,Eric Hoffer,men
Liberate the minds of men and ultimately you will liberate the bodies of men.,Marcus Garvey,men
"You will find men who want to be carried on the shoulders of others, who think that the world owes them a living. They don't seem to see that we must all lift together and pull together.",Henry Ford,men
"But while they prate of economic laws, men and women are starving. We must lay hold of the fact that economic laws are not made by nature. They are made by human beings.",Franklin D. Roosevelt,men
Adversity causes some men to break others to break records.,William Arthur Ward,men
"I think the part of media that romanticizes criminal behavior, things that a person will say against women, profanity, being gangster, having multiple children with multiple men and women and not wanting to is prevalent. When you look at the majority of shows on television they placate that kind of behavior.",Bill Cosby,men
Some men can live up to their loftiest ideals without ever going higher than a basement.,Theodore Roosevelt,men
Tears are often the telescope by which men see far into heaven.,Henry Ward Beecher,men
A strong argument for the religion of Christ is this - that offences against Charity are about the only ones which men on their death-beds can be made - not to understand - but to feel - as crime.,Edgar Allan Poe,men
"Of all the men that have run for president in the twentieth century, only George McGovern truly understood what a monument America could be to the human race.",Hunter S. Thompson,men
Government is an association of men who do violence to the rest of us.,Leo Tolstoy,men
"There are three classes of men lovers of wisdom, lovers of honor, and lovers of gain.",Plato,men
"Men are born ignorant, not stupid. They are made stupid by education.",Bertrand Russell,men
"Beware of men who cry. It's true that men who cry are sensitive to and in touch with feelings, but the only feelings they tend to be sensitive to and in touch with are their own.",Nora Ephron,men
"It is not titles that honor men, but men that honor titles.",Niccolo Machiavelli,men
"Reflect upon your present blessings of which every man has many - not on your past misfortunes, of which all men have some.",Charles Dickens,men
Only free men can negotiate. A prisoner cannot enter into contracts.,Nelson Mandela,men
"If we take the generally accepted definition of bravery as a quality which knows no fear, I have never seen a brave man. All men are frightened. The more intelligent they are, the more they are frightened.",George S. Patton,men
"Women must tell men always that they are the strong ones. They are the big, the strong, the wonderful. In truth, women are the strong ones. It is just my opinion, I am not a professor.",Coco Chanel,men
"The hate of men will pass, and dictators die, and the power they took from the people will return to the people. And so long as men die, liberty will never perish.",Charlie Chaplin,men
All men's miseries derive from not being able to sit in a quiet room alone.,Blaise Pascal,men
"We are so obsessed with doing that we have no time and no imagination left for being. As a result, men are valued not for what they are but for what they do or what they have - for their usefulness.",Thomas Merton,men
"The better I get to know men, the more I find myself loving dogs.",Charles de Gaulle,men
There is danger from all men. The only maxim of a free government ought to be to trust no man living with power to endanger the public liberty.,John Adams,men
Nothing in the affairs of men is worthy of great anxiety.,Plato,men
"America's fighting men and women sacrifice much to ensure that our great nation stays free. We owe a debt of gratitude to the soldiers that have paid the ultimate price for this cause, as well as for those who are blessed enough to return from the battlefield unscathed.",Allen Boyd,men
"Dear Lord we beg but one boon more: Peace in the hearts of all men living, peace in the whole world this Thanksgiving.",Joseph Auslander,men
"I try to speak my points of view about black America, and how I feel about black men and the role that black men should play in their lives with their children and in their lives with their women.",Will Smith,men
"When freedom does not have a purpose, when it does not wish to know anything about the rule of law engraved in the hearts of men and women, when it does not listen to the voice of conscience, it turns against humanity and society.",Pope John Paul II,men
"When men speak ill of thee, live so as nobody may believe them.",Plato,men
"It is easier to find men who will volunteer to die, than to find those who are willing to endure pain with patience.",Julius Caesar,men
"Personally, I like two types of men - domestic and foreign.",Mae West,men
The danger of the past was that men became slaves. The danger of the future is that man may become robots.,Erich Fromm,men
"Throughout the centuries there were men who took first steps, down new roads, armed with nothing but their own vision.",Ayn Rand,men
"As a rule, men worry more about what they can't see than about what they can.",Julius Caesar,men
Don't wait for extraordinary opportunities. Seize common occasions and make them great. Weak men wait for opportunities strong men make them.,Orison Swett Marden,men
"Nothing can be more absurd than the practice that prevails in our country of men and women not following the same pursuits with all their strengths and with one mind, for thus, the state instead of being whole is reduced to half.",Plato,men
Rhetoric is the art of ruling the minds of men.,Plato,men
"I have known a vast quantity of nonsense talked about bad men not looking you in the face. Don't trust that conventional idea. Dishonesty will stare honesty out of countenance any day in the week, if there is anything to be got by it.",Charles Dickens,men
I was ecstatic they re-named 'French Fries' as 'Freedom Fries'. Grown men and women in positions of power in the U.S. government showing themselves as idiots.,Johnny Depp,men
Girls we love for what they are young men for what they promise to be.,Johann Wolfgang von Goethe,men
I don't know why women want any of the things men have when one the things that women have is men.,Coco Chanel,men
Great hopes make great men.,Thomas Fuller,men
"History does nothing it does not possess immense riches, it does not fight battles. It is men, real, living, who do all this.",Karl Marx,men
"Today is Valentine's Day - or, as men like to call it, Extortion Day!",Jay Leno,men
The greatest enemy to human souls is the self-righteous spirit which makes men look to themselves for salvation.,Charles Spurgeon,men
"Let men see, let them know, a real man, who lives as he was meant to live.",Marcus Aurelius,men
"I speak Spanish to God, Italian to women, French to men, and German to my horse.",Charles V,men
"How absurd men are! They never use the liberties they have, they demand those they do not have. They have freedom of thought, they demand freedom of speech.",Soren Kierkegaard,men
Time and money spent in helping men to do more for themselves is far better than mere giving.,Henry Ford,men
"In America everybody is of the opinion that he has no social superiors, since all men are equal, but he does not admit that he has no social inferiors, for, from the time of Jefferson onward, the doctrine that all men are equal applies only upwards, not downwards.",Bertrand Russell,men
"The Hebrews have done more to civilize men than any other nation. If I were an atheist, and believed blind eternal fate, I should still believe that fate had ordained the Jews to be the most essential instrument for civilizing the nations.",John Adams,men
"Just what future the Designer of the universe has provided for the souls of men I do not know, I cannot prove. But I find that the whole order of Nature confirms my confidence that, if it is not like our noblest hopes and dreams, it will transcend them.",Henry Norris Russell,men
"Those who expect to reap the blessings of freedom must, like men, undergo the fatigue of supporting it.",Thomas Paine,men
An invincible determination can accomplish almost anything and in this lies the great distinction between great men and little men.,Thomas Fuller,men
Plain women know more about men than beautiful women do.,Katharine Hepburn,men
Whatever deceives men seems to produce a magical enchantment.,Plato,men
"States are as the men, they grow out of human characters.",Plato,men
That men do not learn very much from the lessons of history is the most important of all the lessons of history.,Aldous Huxley,men
"The megalomaniac differs from the narcissist by the fact that he wishes to be powerful rather than charming, and seeks to be feared rather than loved. To this type belong many lunatics and most of the great men of history.",Bertrand Russell,men
"I know war as few other men now living know it, and nothing to me is more revolting. I have long advocated its complete abolition, as its very destructiveness on both friend and foe has rendered it useless as a method of settling international disputes.",Ernest Hemingway,men
"A man who has nothing for which he is willing to fight, nothing which is more important than his own personal safety, is a miserable creature and has no chance of being free unless made and kept so by the exertions of better men than himself.",John Stuart Mill,men
"We should not fret for what is past, nor should we be anxious about the future men of discernment deal only with the present moment.",Chanakya,men
Not only our future economic soundness but the very soundness of our democratic institutions depends on the determination of our government to give employment to idle men.,Franklin D. Roosevelt,men
All men who have achieved great things have been great dreamers.,Orison Swett Marden,men
"Money demands that you sell, not your weakness to men's stupidity, but your talent to their reason.",Ayn Rand,men
Men are moved by two levers only: fear and self interest.,Napoleon Bonaparte,men
All men are equal before fish.,Herbert Hoover,men
All religions have been made by men.,Napoleon Bonaparte,men
Men never do evil so completely and cheerfully as when they do it from religious conviction.,Blaise Pascal,men
Women have simple tastes. They get pleasure out of the conversation of children in arms and men in love.,H. L. Mencken,men
"Men use thought only as authority for their injustice, and employ speech only to conceal their thoughts.",Voltaire,men
What's with you men? Would hair stop growing on your chest if you asked directions somewhere?,Erma Bombeck,men
"I shall never be a heretic I may err in dispute, but I do not wish to decide anything finally on the other hand, I am not bound by the opinions of men.",Martin Luther,men
"The big divide in this country is not between Democrats and Republicans, or women and men, but between talkers and doers.",Thomas Sowell,men
"Time, which alone makes the reputation of men, ends by making their defects respectable.",Voltaire,men
"Whenever men take the law into their own hands, the loser is the law. And when the law loses, freedom languishes.",Robert Kennedy,men
More gold has been mined from the thoughts of men than has been taken from the earth.,Napoleon Hill,men
"Deprived of meaningful work, men and women lose their reason for existence they go stark, raving mad.",Fyodor Dostoevsky,men
"Men ought either to be indulged or utterly destroyed, for if you merely offend them they take vengeance, but if you injure them greatly they are unable to retaliate, so that the injury done to a man ought to be such that vengeance cannot be feared.",Niccolo Machiavelli,men
"If men can develop weapons that are so terrifying as to make the thought of global war include almost a sentence for suicide, you would think that man's intelligence and his comprehension... would include also his ability to find a peaceful solution.",Dwight D. Eisenhower,men
Men are more moral than they think and far more immoral than they can imagine.,Sigmund Freud,men
"All the problems of the world could be settled easily if men were only willing to think. The trouble is that men very often resort to all sorts of devices in order not to think, because thinking is such hard work.",Thomas J. Watson,men
"If you want to give up the admiration of thousands of men for the distain of one, go ahead, get married.",Katharine Hepburn,men
"The wish to acquire more is admittedly a very natural and common thing and when men succeed in this they are always praised rather than condemned. But when they lack the ability to do so and yet want to acquire more at all costs, they deserve condemnation for their mistakes.",Niccolo Machiavelli,men
"It is not so much for its beauty that the forest makes a claim upon men's hearts, as for that subtle something, that quality of air that emanation from old trees, that so wonderfully changes and renews a weary spirit.",Robert Louis Stevenson,men
"There are truths which are not for all men, nor for all times.",Voltaire,men
Men hate the individual whom they call avaricious only because nothing can be gained from him.,Voltaire,men
"There is no such thing as society: there are individual men and women, and there are families.",Margaret Thatcher,men
"When bad men combine, the good must associate else they will fall one by one, an unpitied sacrifice in a contemptible struggle.",Edmund Burke,men
Now the reason the enlightened prince and the wise general conquer the enemy whenever they move and their achievements surpass those of ordinary men is foreknowledge.,Sun Tzu,men
Satire lies about literary men while they live and eulogy lies about them when they die.,Voltaire,men
"All brave men love for he only is brave who has affections to fight for, whether in the daily battle of life, or in physical contests.",Nathaniel Hawthorne,men
These are the times that try men's souls.,Thomas Paine,men
"I think God made a woman to be strong and not to be trampled under the feet of men. I've always felt this way because my mother was a very strong woman, without a husband.",Little Richard,men
The only really happy folk are married women and single men.,H. L. Mencken,men
"When men yield up the privilege of thinking, the last shadow of liberty quits the horizon.",Thomas Paine,men
Men are so simple and yield so readily to the desires of the moment that he who will trick will always find another who will suffer to be tricked.,Niccolo Machiavelli,men
Men show their character in nothing more clearly than what they think laughable.,Johann Wolfgang von Goethe,men
"It is not materialism that is the chief curse of the world, as pastors teach, but idealism. Men get into trouble by taking their visions and hallucinations too seriously.",H. L. Mencken,men
"No man has the right to dictate what other men should perceive, create or produce, but all should be encouraged to reveal themselves, their perceptions and emotions, and to build confidence in the creative spirit.",Ansel Adams,men
Men are only as loyal as their options.,Bill Maher,men
"I cannot help fearing that men may reach a point where they look on every new theory as a danger, every innovation as a toilsome trouble, every social advance as a first step toward revolution, and that they may absolutely refuse to move at all.",Alexis de Tocqueville,men
"Welcome to Lake Wobegon, where all the women are strong, all the men are good-looking, and all the children are above average.",Garrison Keillor,men
"All men are tempted. There is no man that lives that can't be broken down, provided it is the right temptation, put in the right spot.",Henry Ward Beecher,men
"Men often oppose a thing merely because they have had no agency in planning it, or because it may have been planned by those whom they dislike.",Alexander Hamilton,men
"Men of age object too much, consult too long, adventure too little, repent too soon, and seldom drive business home to the full period, but content themselves with a mediocrity of success.",Dale Carnegie,men
"The skilful employer of men will employ the wise man, the brave man, the covetous man, and the stupid man.",Sun Tzu,men
"Guys are simple... women are not simple and they always assume that men must be just as complicated as they are, only way more mysterious. The whole point is guys are not thinking much. They are just what they appear to be. Tragically.",Dave Barry,men
Men exist for the sake of one another.,Marcus Aurelius,men
There are men so philosophical that they can see humor in their own toothaches. But there has never lived a man so philosophical that he could see the toothache in his own humor.,H. L. Mencken,men
Self-knowledge comes from knowing other men.,Johann Wolfgang von Goethe,men
"Prosperous farmers mean more employment, more prosperity for the workers and the business men of every industrial area in the whole country.",Franklin D. Roosevelt,men
I'm fed up to the ears with old men dreaming up wars for young men to die in.,George McGovern,men
All men are frauds. The only difference between them is that some admit it. I myself deny it.,H. L. Mencken,men
To the person with a firm purpose all men and things are servants.,Johann Wolfgang von Goethe,men
"I don't think feminism, as I understand the definition, implies the rejection of maternal values, nurturing children, caring about the men in your life. That is just nonsense to me.",Hillary Clinton,men
Men who are in earnest are not afraid of consequences.,Marcus Garvey,men
Giving every man a vote has no more made men wise and free than Christianity has made them good.,H. L. Mencken,men
"A man is ethical only when life, as such, is sacred to him, that of plants and animals as that of his fellow men, and when he devotes himself helpfully to all life that is in need of help.",Albert Schweitzer,men
"If God listened to the prayers of men, all men would quickly have perished: for they are forever praying for evil against one another.",Epicurus,men
Some of my best leading men have been dogs and horses.,Elizabeth Taylor,men
It is in the character of very few men to honor without envy a friend who has prospered.,Aeschylus,men
"It is past time for women to take their rightful place, side by side with men, in the rooms where the fates of peoples, where their children's and grandchildren's fates, are decided.",Hillary Clinton,men
It is not history which uses men as a means of achieving - as if it were an individual person - its own ends. History is nothing but the activity of men in pursuit of their ends.,Karl Marx,men
Men do not learn much from the lessons of history and that is the most important of all the lessons of history.,Aldous Huxley,men
"What men have called friendship is only a social arrangement, a mutual adjustment of interests, an interchange of services given and received it is, in sum, simply a business from which those involved propose to derive a steady profit for their own self-love.",Francois de La Rochefoucauld,men
Capitalism is the astounding belief that the most wickedest of men will do the most wickedest of things for the greatest good of everyone.,John Maynard Keynes,men
"What makes a woman beautiful is her loyalty to and her friendships with other women, and her honesty with men.",Vanessa Marcil,men
There are only two kinds of men: the righteous who think they are sinners and the sinners who think they are righteous.,Blaise Pascal,men
"Brave men rejoice in adversity, just as brave soldiers triumph in war.",Lucius Annaeus Seneca,men
"Men have a much better time of it than women. For one thing, they marry later for another thing, they die earlier.",H. L. Mencken,men
Women always excel men in that sort of wisdom which comes from experience. To be a woman is in itself a terrible experience.,H. L. Mencken,men
Women cannot complain about men anymore until they start getting better taste in them.,Bill Maher,men
"Heaven and hell suppose two distinct species of men, the good and the bad. But the greatest part of mankind float betwixt vice and virtue.",David Hume,men
What men value in this world is not rights but privileges.,H. L. Mencken,men
"When small men attempt great enterprises, they always end by reducing them to the level of their mediocrity.",Napoleon Bonaparte,men
One of the things being in politics has taught me is that men are not a reasoned or reasonable sex.,Margaret Thatcher,men
"People who have no hold over their process of thinking are likely to be ruined by liberty of thought. If thought is immature, liberty of thought becomes a method of converting men into animals.",Muhammad Iqbal,men
"Lives of great men all remind us, we can make our lives sublime, and, departing, leave behind us, footprints on the sands of time.",Henry Wadsworth Longfellow,men
"If men were angels, no government would be necessary.",James Madison,men
Smart women love smart men more than smart men love smart women.,Natalie Portman,men
God appoints our graces to be nurses to other men's weaknesses.,Henry Ward Beecher,men
"There is one kind of robber whom the law does not strike at, and who steals what is most precious to men: time.",Napoleon Bonaparte,men
What is absurd and monstrous about war is that men who have no personal quarrel should be trained to murder one another in cold blood.,Aldous Huxley,men
Men don't care what's on TV. They only care what else is on TV.,Jerry Seinfeld,men
"You know when you're young and you see a play in high school, and the guys all have gray in their hair and they're trying to be old men and they have no idea what that's like? It's just that stupid the other way around.",Clint Eastwood,men
"Risk is a part of God's game, alike for men and nations.",Warren Buffett,men
"I will not attack your doctrines nor your creeds if they accord liberty to me. If they hold thought to be dangerous - if they aver that doubt is a crime, then I attack them one and all, because they enslave the minds of men.",Robert Green Ingersoll,men
You can tell the strength of a nation by the women behind its men.,Benjamin Disraeli,men
"Do not share the knowledge with which you have been blessed with everyone in general, as you do with some people in particular and know that there are some men in whom Allah, may He he glorified, has placed hidden secrets, which they are forbidden to reveal.",Ali ibn Abi Talib,men
Men and women of every faith and good people with none at all sincerely strive to do right and lead a purpose-driven life.,Mitt Romney,men
"When my mom ran for the Senate, my dad was there for her every step of the way. I can still hear her saying in her beautiful voice, 'Why should women have any less say than men, about the great decisions facing our nation?'",Mitt Romney,men
To die for an idea it is unquestionably noble. But how much nobler it would be if men died for ideas that were true!,H. L. Mencken,men
Men must be governed by God or they will be ruled by tyrants.,William Penn,men
You know that being an American is more than a matter of where your parents came from. It is a belief that all men are created free and equal and that everyone deserves an even break.,Harry S. Truman,men
"The animals of the world exist for their own reasons. They were not made for humans any more than black people were made for white, or women created for men.",Alice Walker,men
"Some men know that a light touch of the tongue, running from a woman's toes to her ears, lingering in the softest way possible in various places in between, given often enough and sincerely enough, would add immeasurably to world peace.",Marianne Williamson,men
"Wealthy men can't live in an island that is encircled by poverty. We all breathe the same air. We must give a chance to everyone, at least a basic chance.",Ayrton Senna,men
"I've yet to be on a campus where most women weren't worrying about some aspect of combining marriage, children, and a career. I've yet to find one where many men were worrying about the same thing.",Gloria Steinem,men
"I have never met anyone who did not support our troops. Sometimes, however, we hear accusations that someone or some group does not support the men and women serving in our Armed Forces. But this is pure demagoguery, and it is intellectually dishonest.",Ron Paul,men
Men cheat for the same reason that dogs lick their balls... because they can.,Kim Cattrall,men
"Foolish men imagine that because judgment for an evil thing is delayed, there is no justice but only accident here below. Judgment for an evil thing is many times delayed some day or two, some century or two, but it is sure as life, it is sure as death.",Thomas Carlyle,men
"Those who profess to favor freedom, and yet depreciate agitation, are men who want crops without plowing up the ground.",Frederick Douglass,men
"Our forces saved the remnants of the Jewish people of Europe for a new life and a new hope in the reborn land of Israel. Along with all men of good will, I salute the young state and wish it well.",Dwight D. Eisenhower,men
"There are many men of principle in both parties in America, but there is no party of principle.",Alexis de Tocqueville,men
"Great occasions do not make heroes or cowards they simply unveil them to the eyes of men. Silently and imperceptibly, as we wake or sleep, we grow strong or weak and at last some crisis shows what we have become.",Brooke Foss Westcott,men
"For evil to flourish, it only requires good men to do nothing.",Simon Wiesenthal,men
"When a nation's young men are conservative, its funeral bell is already rung.",Henry Ward Beecher,men
"A chief is a man who assumes responsibility. He says 'I was beaten,' he does not say 'My men were beaten.'",Antoine de Saint-Exupery,men
Doing nothing is happiness for children and misery for old men.,Victor Hugo,men
"It was one of those evenings when men feel that truth, goodness and beauty are one. In the morning, when they commit their discovery to paper, when others read it written there, it looks wholly ridiculous.",Aldous Huxley,men
There can never be peace between nations until there is first known that true peace which is within the souls of men.,Black Elk,men
"I believe in the brotherhood of all men, but I don't believe in wasting brotherhood on anyone who doesn't want to practice it with me. Brotherhood is a two-way street.",Malcom X,men
Civilized society is perpetually menaced with disintegration through this primary hostility of men towards one another.,Sigmund Freud,men
There is nothing wrong with men possessing riches. The wrong comes when riches possess men.,Billy Graham,men
The only good luck many great men ever had was being born with the ability and determination to overcome bad luck.,Channing Pollock,men
I have been astonished that men could die martyrs for religion - I have shuddered at it. I shudder no more - I could be martyred for my religion - Love is my religion - I could die for that.,John Keats,men
"The person who has nothing for which he is willing to fight, nothing which is more important than his own personal safety, is a miserable creature and has no chance of being free unless made and kept so by the exertions of better men than himself.",John Stuart Mill,men
"When the sword is once drawn, the passions of men observe no bounds of moderation.",Alexander Hamilton,men
"Football is a simple game. Twenty-two men chase a ball for 90 minutes and at the end, the Germans always win.",Gary Lineker,men
"Put two or three men in positions of conflicting authority. This will force them to work at loggerheads, allowing you to be the ultimate arbiter.",Franklin D. Roosevelt,men
"Men are like wine - some turn to vinegar, but the best improve with age.",Pope John XXIII,men
"I'm a simple man. All I want is enough sleep for two normal men, enough whiskey for three, and enough women for four.",Joel Rosenberg,men
"It is funny that men who are supposed to be scientific cannot get themselves to realise the basic principle of physics, that action and reaction are equal and opposite, that when you persecute people you always rouse them to be strong and stronger.",Gertrude Stein,men
"Bachelors have consciences, married men have wives.",Samuel Johnson,men
Books are not men and yet they stay alive.,Henry Ward Beecher,men
"Men of ill judgment ignore the good that lies within their hands, till they have lost it.",Sophocles,men
We cannot live only for ourselves. A thousand fibers connect us with our fellow men.,Herman Melville,men
"Men are more prone to cheating, definitely.",Blu Cantrell,men
Most men pursue pleasure with such breathless haste that they hurry past it.,Soren Kierkegaard,men
"So long as men worship the Caesars and Napoleons, Caesars and Napoleons will duly arise and make them miserable.",Aldous Huxley,men
A dress makes no sense unless it inspires men to take it off of you.,Francoise Sagan,men
"All the men in my family were bearded, and most of the women.",W. C. Fields,men
Why are women... so much more interesting to men than men are to women?,Virginia Woolf,men
"You can kill ten of our men for every one we kill of yours. But even at those odds, you will lose and we will win.",Ho Chi Minh,men
"That all men are equal is a proposition to which, at ordinary times, no sane human being has ever given his assent.",Aldous Huxley,men
"I have a total irreverence for anything connected with society except that which makes the roads safer, the beer stronger, the food cheaper and the old men and old women warmer in the winter and happier in the summer.",Brendan Behan,men
A vigorous temper is not altogether an evil. Men who are easy as an old shoe are generally of little worth.,Charles Spurgeon,men
To achieve the mood of a warrior is not a simple matter. It is a revolution. To regard the lion and the water rats and our fellow men as equals is a magnificent act of a warrior's spirit. It takes power to do that.,Carlos Castaneda,men
